Event	ID	Name			Wwise Object Path	Notes
	232480592	Aron03			\Voices\Aron03	
	232480593	Aron02			\Voices\Aron02	
	232480594	Aron01			\Voices\Aron01	
	232480596	Aron07			\Voices\Aron07	
	232480597	Aron06			\Voices\Aron06	
	232480598	Aron05			\Voices\Aron05	
	232480599	Aron04			\Voices\Aron04	
	773162484	Fillette08			\Voices\Fillette08	
	773162485	Fillette09			\Voices\Fillette09	
	773162488	Fillette04			\Voices\Fillette04	
	773162489	Fillette05			\Voices\Fillette05	
	773162490	Fillette06			\Voices\Fillette06	
	773162491	Fillette07			\Voices\Fillette07	
	773162493	Fillette01			\Voices\Fillette01	
	773162494	Fillette02			\Voices\Fillette02	
	773162495	Fillette03			\Voices\Fillette03	
	1130757099	SciFiStinger			\SFX\SciFiStinger	
	1836005152	Terence10			\Voices\Terence10	
	1836005153	Terence11			\Voices\Terence11	
	1836005154	Terence12			\Voices\Terence12	
	1852782736	Terence03			\Voices\Terence03	
	1852782737	Terence02			\Voices\Terence02	
	1852782738	Terence01			\Voices\Terence01	
	1852782740	Terence07			\Voices\Terence07	
	1852782741	Terence06			\Voices\Terence06	
	1852782742	Terence05			\Voices\Terence05	
	1852782743	Terence04			\Voices\Terence04	
	1852782746	Terence09			\Voices\Terence09	
	1852782747	Terence08			\Voices\Terence08	
	2025278018	Radio_Record			\Ambiance\Radio_Record	
	2176736267	CloseThunder			\Ambiance\CloseThunder	
	2657428528	HorrorLoopSalvation			\Ambiance\HorrorLoopSalvation	
	3215794742	AnomalieRadio			\SFX\AnomalieRadio	
	3636975302	Ambiance_Lightning			\Ambiance\Ambiance_Lightning	
	3673448642	VhsTape			\Ambiance\VhsTape	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	12566807	Aron 06	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Aron 06_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Aron 06		797380
	24720530	Horror Loop Salvation	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Horror Loop Salvation_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\Horror Loop Salvation		8216128
	63878565	scifi_stinger_01	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\scifi_stinger_01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\scifi_stinger_01		1417212
	175827787	fillette 03	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 03_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 03		729152
	181449093	Ambience Light Rain	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Ambience Light Rain_81238AE1.wem		\Actor-Mixer Hierarchy\SFX\Ambience Light Rain		17017408
	260438736	Terence 02	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 02_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 02		2080048
	291777432	Aron 02	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Aron 02_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Aron 02		103164
	335107918	Aron 01	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Aron 01_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Aron 01		653040
	344873484	Aron 05	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Aron 05_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Aron 05		1285396
	405580536	VhsTapeGlitch	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\VhsTapeGlitch_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\VhsTapeGlitch		4323048
